ID,frase_es,frase_sh,dominio,fecha,origen
1908,Tal vez la otra semana viaje a España,Chikich atsakamutsuk España wetajka,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1909,Tal vez Diana pueda resolver el conflicto,Chicham itiurchatan Dianatsuk iwiaraintkia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1910,Tal vez mi madre me compre zapatos,Winia nukurtsuk sapatan sumartukatkia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1911,¿Acaso ella no tiene su esposo?,Antsu nii aishrin takaktsuk,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1912,A lo mejor mañana se comunica contigo,Kashintsuk amijiai chichasatkia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1913,Probablemente necesites ayuda profesional,Unuimiaru yainkiat tusamtsuk utsumamka,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1914,Tal vez el perro esté ladrando,Yawátsuk jiatratka,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1915,Tal vez mi hermano esté enfermo,Winia yatsrurtsuk jatka,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1916,Anochece pronto,Wari kashi ajawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1917,Llueve mucho,Tíi yutawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1918,Truena fuerte,Kakar charpiriawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1919,¡Anoche llovió mucho!,Kashi núkap yutukai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1920,Sí,Ee,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1921,Bueno,Ayu,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1922,Mañana,Kashín,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1923,Algún día,Aták,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1924,Malo,Yajauch,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1925,Bueno,Pénker,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1926,Bastante,Núkap,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1927,¿Adónde?,Tuimpia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1928,Poco,Ishichi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1929,¡Buenos días!,Pénkerak tsawarum,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1930,¡Hola!,Chái,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1931,¡Hasta mañana!,Kashin inkiuitai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1932,¡Hasta luego!,Urum inkiuitiai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1933,¡Qué tal!,Pujámek,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1934,¡Con bastante hambre!,Tíi tsukajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1935,¡Mucho frío!,Tíi tsetsek,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1936,"¡Qué hermosa mujer, esa de la izquierda!","Menanmaya aú, nua imia shirma",Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1937,¡Basta!,Maak,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1938,¡Auxilio!,Ayamprutaitiá,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1939,¡Adiós!,Atak inkiuitiai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1940,¡Silencio!,Takamat,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1941,Yo compro una camisa para mi hija en Puyo,Wi Puyonam chikichik pushin winia nawantrun sumarjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1942,Los niños van a la huerta,Uchikia ajanam wenawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1943,Mi perro ladra en la selva,Winia yawarka kumpuntniunam jiatrawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1944,Shiki mató al paujil,Shiki mashun mayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1945,Awasat fue a su casa,Awasat jeen weyi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1946,Tsamaraint fue a pescar,Tsamaraint namakan nijiaúyi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1947,El padre reprende a su hijo,Apa uchirin chicharkayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1948,Nampir fue a la huerta,Nampir ajanam weyi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1949,Yuma juega,Yuma nakurawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1950,Chuup mató a la danta,Chuup pamán mayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1951,Shakaim camina en la selva,Shakaim kampuntniunam wekawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1952,Nosotros tumbamos árboles,Ii numi ajaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1953,Los niños pescan,Uchi núkap níjiainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1954,Luis trabaja,Luis takákmawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1955,Mi hermano trabaja en la loma,Wini ayatsur naintnium takákmawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1956,Este profesor se cansó,Juu nuikiartin pimpikí,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1957,Yo voy a jugar y mi hermano va a trabajar,Wikia nakuruwajai nuyá winia yatsurka takakmauwawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1958,Mi hermano está enfermo y mi madre llora,Winia yatsurka jawai nuyá winia nukurka uteawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1959,Él mató al sajino y la gente compra la carne,Ni pakin maayi nuyá aents namanken sumainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1960,El profesor canta y los niños bailan,Unuikiartin nampeakui nuyá uchikia jantsemainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1961,Mi padre es buen cazador y mi hermano es ocioso,Winia aparka tíi eamniuiti nuyá winia umarka nakiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1962,La señora que lava la ropa vio al niño,Nukuach mamushan nijiakmau uchin wainkiamai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1963,Mi madre compra el pan para que coma el niño,Winia nukur tantan sumawai uchi yuat tusa,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1964,"El abuelo dice: amiguitos, trabajen bien","Apach tawa: amikchich, pénker takakmastarum",Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1965,La señora que lava la ropa vio al niño que canta,Nukuach mamushan nijiakmau uchi nampeanwa inkiamai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1966,La madre falleció luego de que aconsejó a su hijo y enseñó a cocinar a su hija,Nuku nii uchirin chicharak nuyá nii nawantrin iniarkatniun jintintia amik jakayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1967,"Los niños vivirían bien si sus madres les alimentaran, si sus amigos les hicieran jugar y si sus padres les amaran","Uchi núkap pénker pujuarainti ni nukuri ayureamka, ni amikrí nakurumtikiainiamka nuyá ni aparish anénamka",Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1968,El perro ladra al conejo,Yawaka sáwan aintiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1969,El profesor educa a los niños,Unuikiartinkia uchinun uiniawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1970,El zorro come a la gallina,Kujáncham atashin yuawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1971,La mujer preparó la chicha,Nua nijiamchin nawayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1972,El perro persigue a la guatusa,Yawa yunkitsan aintiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1973,Juan carga el palo,Juank numin yanawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1974,La gallina come la lombriz,Atash nampichan yuawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1975,La vaca come el pasto,Waaka saakin yuawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1976,El mono es perseguido por mi padre,Washikia apar apapekmaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1977,El padre es amado por sus hijos,Apaka nii uchiri aneasmaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1978,El conejo es perseguido por el perro,Sawaka yawá aintramuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1979,El niño es educado por el profesor,Uchikia unuikiartin unuiniarmaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1980,La chicha es preparada por la mujer,Nijiamchikia núa nawamuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1981,La gallina es comida por el zorro,Atashkia kujancham yuamuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1982,La guatuza es perseguida por el perro,Yunkitska yawa aintramuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1983,El palo es cargado por Juan,Numikia Juank yanakmaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1984,La lombriz es comida por la gallina,Nampichka atash yuamuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1985,El pasto es comido por la vaca,Saakkia waaka yuamuiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1986,ese perro bueno,nu yawá aishmak pénker,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1987,esa perra buena,nu yawá nua pénker,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1988,esos perros buenos,nu yawá aishmak núkap pénker,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1989,esas perras buenas,nu yawá nua núkap pénker,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1990,Los niños cogen peces,Uchi núkap namakan achiniawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1991,Yo estoy en Puyo,Wi Puyonam pujajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1992,ese árbol alto,nu numi naya,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1993,una flor hermosa,chikichik kukuj shiram,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1994,aquellas mujeres bajas,Au nua sutarach ainia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1995,tus gallinas pequeñas,Ame atashrum inianainia,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1996,Tomé bastante caldo de carachama,Nayump entsarin núkap umarai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1997,Tengo una casa de madera,Wi chikichcik numi jean takakjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1998,Yo tengo diente de oro,Wi kuri nai takakjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
1999,La casa de papá es de madera,Aparu jeé numi jeayaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2000,Etsa tomó chicha de chonta,Etsa uwi nijiamchirin umarai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2001,Nunkui hará chicha de yuca,Nunkui mama nijiamchirin nawata,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2002,El niño trae la lanza de Pedro,Uchi Pitru nankirin itiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2003,Compré pan de yuca,mamanu tantan sumakjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2004,Surik vende yuca con sal,Surik mama wejai surawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2005,Los niños quedaron tristes,Uchikia kuntuts juakarai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2006,Los niños son buenos,Uchikia pénker ainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2007,Este hombre vende comida,Ju aentska yurumkan surawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2008,Mi mamá cocina camote,Winia nukurka inchin iniareawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2009,Mi hermano trabaja,Winia yatsurka takakmawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2010,El mullo es hermoso,Shaukka shirmaiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2011,Este niño es muy vago,Ju uchi tíi nakiti,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2012,Esas niñas son unas hermosas mujeres,Au nuach shiram nua ainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2013,Estos niños son agricultores,Ju uchi kampuntniunam takakmau ainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2014,Esa perdiz vuela,Au waá nanamui,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2015,Ayer cacé un sajino,Yaú chikichik pakin maamjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2016,Nosotros dimos la casa a nuestros hijos,Iikia jean ii uchiri suiniaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2017,Nosotros compramos la casa para mi papá,Ii jean aparna sumaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2018,Nosotros compramos la casa a papá,Ii jean apanu sumaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2019,Nosotros compramos la casa para Paati,Ii jean Paatiniu sumaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2020,Compro una casa para mi hija,Chikichik jean nawantrunun sumajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2021,El profesor trajo el cuaderno para el niño,Unuikiartinkia uchiniun aakmatai papin itiayí,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2022,En la selva encontré una danta,Kampuntniunam pamá wainkiamjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2023,Trabaja en la planicie,Pakanam takakmawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2024,Está en la escuela,Unuimiatainiam pujawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2025,Corre en la cancha,Nakurutainiam tsekeawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2026,Se arrimó en la pared,Tanishnum anumkayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2027,Golpearon en la cabeza,Muuknum awatiarai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2028,Golpearon en la espalda,Tuntupnum awatiarai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2029,Durmió en la choza,Aaknum kanarmai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2030,Está en la loma,Naintnium pujawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2031,Antún se baña en el río,Antunkia entsá máwai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2032,José duerme en la casa,Juseka jeá kanawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2033,Esperé al profesor con mis niños,Unuikiartinian uchirjai nakasjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2034,Mata a la danta con la escopeta,Akarujai pamá maatá,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2035,Mi padre camina lentamente,Winia apar yaitmataik wekawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2036,Aníbal estudió apresuradamente,Aníbal warikmas unuimiarmai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2037,Manuel camina despacio,Manuel yaitias wekawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2038,Chiki danza muy bien,Chiki tíi pénker jantsemeawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2039,Los profesores de mi comunidad enseñan muy bien,Winia irutkamuruiya unuikiartin tíi pénker uninianawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2040,Nosotros iremos hoy a Gualaquiza,Ii yamai Wakis wetatji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2041,Jorge trabajará mañana en la huerta,Jorge kashin ajanan takakmastatui,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2042,Los niños bailaron ayer la danza shuar,Uchi yau shuar jantsemtai jantsemawarmai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2043,Chiki hoy rinde el examen de matemáticas,Chiki yamai nekapmatain iniakmamsatawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2044,Estas niñas correrán el sábado en Quito,Ju nuach núkap saketin Quitonan tsekenkiartatwai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2045,Cuando vengas te daré el dinero,Taakmin kuitian amastatjai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2046,El profesor viene de la Sierra,Unuikiartinkia Micha nunkanmaya winiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2047,Regresaremos pronto de la fiesta,Nampernumianka warik waketkittiaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2048,Vengo de la selva,Kampuntniunmania winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2049,Vine de la cascada,Tunanmaya tajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2050,Vino del cielo,Nayaimpinmania támayi,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2051,Yo vengo de la huerta,Wikia ajanmania winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2052,Vengo desde Macas,Macasia winijai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2053,Caminaron desde la selva,Kampuntniunmania wekasarmai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2054,El niño llora por la ausencia de su madre,Uchikia nukuri atsakui uteawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2055,No pude viajar por falta de transporte,Wetin atsakui wechajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2056,No compré víveres por falta de dinero,Kuitatsakui yurumkan sumakchajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2057,Te pido dinero porque lo necesito,Kuitianseajmeutsumakun,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2058,Voy a comer yuca,Mamanyuataj tusa weajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2059,Voy a comer,Yurumutaj tusa weajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2060,Tú vas a comer,Ame yurumataj tusa weame,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2061,Carlos va a comer,Carlos yurumutaj tusa weawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2062,Vengo para lavar,Nijiartaj tusa winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2063,Mi hijo va a Quito para estudiar,Winia uchir Quitonam unuimiartaj tusa weawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2064,Nosotros venimos para lavar,Iinijiarta jusa winiaji,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2065,Vengo para lavar,Nijiarmij tusa winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2066,Luis viene a jugar,Luis nakurusmij tusa winiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2067,Ellos vienen a jugar,Au nakurusmij tusa wininiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2068,Vengo para trabajar,Takakmasmij tusa winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2069,Vosotros venís para trabajar,Atum takakmasmij tusa winiarme,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2070,Vengo para verte,Wi iistajam tusa winitjiame,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2071,Voy a comer yuca,Mama yuatasa weajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2072,Voy a comer,Yurumutasa weajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2073,Carlos va a comer,Carlos yurumutasa weawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2074,Vengo para lavar,Nijiartasa winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2075,Luis viene a jugar,Luis nakurus tasa winiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2076,Vengo para trabajar,Takakmastasa winiajai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2077,Mi hijo va a Quito para estudiar,Winia uchir Quitonam unuimiartasa weawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2078,Yo vengo para verte,Wi iistasa winitjiame,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2079,Camino hacia la ciudad,Wekajai yaktamani,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2080,Él va a mi casa,Nii winia jearui weawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2081,Los jóvenes van a la fiesta,Natsa núkap namper num wenawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2082,Trabajan (sólo) entre mujeres,Nuamtak nuak takakmainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2083,Hablan (sólo) entre niños,Nuamtak uchik chichainiawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
2084,Juegan entre hermanos,Nuamtak yachijiaink nakuruiniawai,Cultural,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
